naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
Dalmatinski spektakel v Stožicah ● Ljubljana 07.02.2020,spektakel stožica ljubljana klap šufitti marka škugor klap maslina bosutski bećariti klap iskon klap trogir spomin vinek coca gost večer đan vladimir garić ljubljanski arena stožič vrač vrhunski spektakel pravi praznik ljubitelj prvovrsten klap pesem nastopiti klap šufit klap maslina klap iskon klap trogir glas dalmacija marka škugor bosutski bečar gost večer bosati tenorist đan vladimir garić obiskovalec pripravljati presenečneja,2020-02-07 20:00:00,2826,683579265434062.0,5,0.0010275726025494375,1,25.088492890763728
Prestavljeno Moški plesni show s skupino Total Knockout,drag mož partner fant drag žena partnerka ljubica kupiti prijeten darilo dan žena slučajen pozabiti edinstven priložnost odkupiti kupiti vstopnica edinstven dogodek kranje dom primskov moški del tokrat ostati dom ženski večer namenjen ženska siguren kasneje oddolžiti priti dom dolg čas kranje gostiti plesen skupina totati knockouti mali erotica danec show sestavljati postaven fant zagotoviti vstopnica čimprej več fant arena stožica totati knockouti green gold zagreb show green gold zagreb show green gold zagreb show predstavitev nastop facebook totati knockouti mali erotica danec show instagram,2020-03-14 20:00:00,262,2499148750327325.0,5,0.0010828376198371524,3,26.82918261059063
Kvalifikacije ze EP 2020: Slovenija - Avstrija,slovenski nogometen reprezentanca začetek oktober nadaljevati kvalifikacija evropski prvenstvo fant najprej gostovati skopje oktober čakati domač obračun avstrija vstopnica prodaja,2019-10-13 20:45:00,4096,108881639168394.0,5,0.001680161927497181,5,22.316818185865266
U21: Slovenija - Francija,mlad reprezentanca slovenija naslednji pripravljalen tekma eura odigrati ljudski vrt kjer gostiti francija vstopnica prodaja,2019-09-08 18:00:00,310,142530682431157.0,5,0.002350583101183308,5,25.581041211419354
Vsi v Sežano! | Tabor : Olimpija,zadnji akcija kratek pavza čakati primorski tradicionalen priljubljen destinacija odprava skupina sezona nov gostovanje sežati termin iti tokrat bolj roka zadnji gostovanje sobota razlog več pot odpravljati neorganiziran postopek poznati imeti prevoz nuditi piš zid dogodek zasedba karta naprodaja cena green dragons toura,2019-08-31 17:00:00,241,1395435690728717.0,5,0.002653793686826893,0,24.366811620489372
Radio Poper v Ajdovščini - Premeščeno,obvestilo premeščati predstava prositi razumevanje vabiti sobota pričetek dvorana slovenski vlada najbolj svež predstava boris kobalo boris devetak vstopnina eura možen rezervacija vecerismeh gmailc vstopnica event radio poper nov komedij scena ustvarjalec avtor satiričen oddaja poper boris devetak boris kobal prvič zadnjič skupaj oder gledališkoradijski različica radio poper lik mnog leto osvajati televizijski gledalec tokrat mali šala mali hec zaživeti odrski deska boris boris novica song skečev obravnavati aktualen političen kulturen tema avtor boris devetak boris kobal klaviatura aljoš starce večer smeh ajdovscin lokalen ajdovščina lokalen ajdovščina,2020-02-15 20:00:00,246,538152610028876.0,5,0.00295740608989817,6,19.39521539498175
Premiera filma Last Christmas,božičen vzdušje leto priti mali prej velik platno prihajati romantičen komedij navdihniti ritem george michael naslov last christmasa glaven vloga blestel emilio clarka henry golding vabiti premiera film last christmasa sreda november kolosej ljubljana vstopnica prodaja,2019-11-27 20:00:00,1548,11875037503.0,5,0.003556905934629414,4,23.182354244791053
TRIBE Gathering V Dogodek prestavljen,finda youra triba lov hard skupen vizija skupen vrednota spomladanski edicija plesen družaben dogodek prebujati plesen parket ognjišče plac borisov pričakovati trajba zacepsti ritem ljub udaren poezija tokraten domačen mali orkester zasedba mnogook nexetuk densati poseben gost bel štrped štrpedov rod prijatelj priti zaplesati trajb dmg iiiio,2020-03-20 22:00:00,161,370047053120239.0,5,0.0038906178307315568,0,15.606499834446806
Opasilo v Rodiku 2019,kdaj petek naprej kje rodik vaški dom turističen društvo rodik letos praznovati let obstoj namen potekati predstavitev zbornik turističen društvo rodik delovanje žurek rocka partyzan popestritev večer poskrbeti ines erbus turen briškoli prijava dan dogodek aleša zmagovalec čakati nagrada nastop gledališki skupina brca gabrovica komen gledališki komediti kraški intriga ples skupina jastreba ansambel skrivnost vrhunec večer skupina kingston psst praznovati let svet maša poudarek praznovanje obletnica mašniški posvečanje župnik nik čuk maša pogostitev vrt župnišče,2019-07-26 20:30:00,978,2733526343327595.0,5,0.004664890627883498,0,2.6961901547275704
FaušDur - A Night In The Park,letos desetič grajski park ravne skupina faušdur poseben letos imeti velik povedati več nov zaigrati preživeti zvezda večer spomin veseliti večer,2019-08-23 19:30:00,804,1528438844082364.0,5,0.004959348251125194,0,8.296481828010705
Matjaž Javšnik - Striptiz Na Ezl Eku (Kavarna Astoria),matjaž javšnik komediti striptiza prihajati maribor natančneje kavarna astorio sklop projekt oživiti astorio pripravljati petek ura standa večer matjaž javšnik ženski veseliti prehiter moški skrb matjaž sleči oder razgaliti celoten slovenija striptiz javšnik sprehod slovenski posebnost zanimivost prednost slabost smeh spoprijeti dvojin ljubezen pločevina bleščati garaža nadstrešek družinski vez športen uspeh slovenski šola graditev kariera interesen skupina javen uprava rak ran družba politika matjaž tokrat pozabiti pregovoren slovenski zavist del unikum evropski svetoven merilo drža lahek prepričati sam priti favti nasmejati solza ministrstvo zdravje higien telo duh priporočati ogled predstava krepitev trebušen mišica razgibanje levi desni hemisfera preprečevanje zavist ogled predstava družben odgovornost vstopnina predprodaja dan dogodek število vstopnica omejen zato zagotoviti čimprej prodaja naprej nakup vstopnica kavarna astorio infa rezervacija miza gregor astoriakavarna gmailc,2019-11-15 21:00:00,403,428455901052819.0,5,0.005473321776092263,5,25.299535837557066
St. Patrick's Day Party - Beer Belly - Irska glasba in zabava,lonec poln zlat zelen temen pivo irski whiskey mali zelen škratek irski kava guinness torta deteljica sreča zabava vikend day vikend beer pub zamuditi najbolj irski zabava let vikend dober glasba pijača hrana družba vstopnina vabiti svet irski welcom iris worlda beer belly glasben skupina kranje glasba pokrivati podrocje irski škotski keltski kultura preigravanje znan pesem manj znan irski reel jig škotski dude keltski pesem star stoletje dan svet patricka original irski fhéiti pádraig day festival patricka kulturen verski praznik leto praznovati marec dan smrt svet patrik cec glaven zavetnik irski dan patrik praznik uraden uvrstiti koledar katoliški cerkev začetek stoletje velik verski pomen imeti irski katoliški cerkev praznovati luteran datum izbran dan smrt zavetnik irski patrik obeleževati prihod krščanstvo irski zadnji desetletje postati praznik irski kultura tradicija danes slavje običajen potekati oblika parada festival kjer zelen barva simbolen barva irski svet patrik okraševanje simbol detelja dan svet patrik državen praznik del prost dan irski severen irski kanadski provinca nov labrador državen uslužbenec britanski teritorij praznik množičen praznovati irski diaspora združen kanada brazilija argentina nov zelandija dan patrik najbolj razširjen državen praznik svet musica prireditev irski prireditev koncert liv glasba banda mpt patricka livegig gig reel jiga kranje ljubljana,2020-03-14 21:00:00,384,953058748061643.0,5,0.0056948455970617946,6,25.46489361072333
Silvestrovanje na Rogli,praznovati silvestrski gati večerja rogel hotel planje natura silvestrovanje hotel planje cena oseba silvestrovanje restavracija natura hotel natura rogel cena oseba otrok let ugodneje preveriti glasben gost planje preveriti glasben gost natura,2019-12-31 19:00:00,155,171046819165.0,5,0.005856337615106772,0,23.536758283975256
”Musica Noster Amor”  Ponovitev koncerta,vljuden vabiti ponovitev koncert musica noster amor prirejati komoren zbor glasis vodstvo dirigent ernest kokotati,2019-10-24 19:30:00,259,1603294739885167.0,5,0.006029351779333153,6,22.360566044159498
Predstavitev spota Tim Tekavec - HAI + DJ Martee After,fula eng dogajanje večer tka udeležba obvezen najprej predstav nov spot sled liv nastop pika večer nadaljevati marte rnba explosion zamujanje,2019-10-12 21:00:00,171,369190039880978.0,5,0.006080321906236775,0,22.25530730192596
Poletna 10ka v Tobačni: English Comedy Night,torek oder krošnja poleten tobačen tokraten izdaja poseben zato del uličen festival god sava queen gin tobačen tokrat spraviti smeh pisan zasedba komik stran atlantik program celota odvijati angleščina nasmejati kanadčan sammy farid američan alex pavoniti hrvati vid dumpa domač podpora preveriti moden zabaven ponudba festival lahek ljubljana občutiti utrip pisan camden streiti poleten klub smeh tobačen sammy farid kanada alex pavoniti virce slovenija mca vidmariti rašić hrvaški tobačen činčina foodporna tržaški cesta vstopnina infa infa tobacnae,2019-09-10 21:00:00,136,150249262281295.0,5,0.006698587167704343,1,23.0873627815823
