naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
CALYPSO-Petek,skupina calypsa zagreti petek coff shop rogaški slatina zabava jutro dober hit nepozaben banda calypsa mali barka lep nekoč monik coffe shop rogaški slatina začenjati party turnejooo vstop let coffe shop priporočati nabaviti tax ocena facebook vabiti željen nor zabaveeeee,2020-01-31 20:00:00,204,605247826160261.0,3,0.003700867835860559,3,25.834413084712388
La Fiesta w/ Erik Gross in Jay Bolk,vrhunski mondialov žur ponoven srečati klub haciend fiest bera fešti gost priti vzhajati slovenski zabaven glasba jay bolko taprava podlaga poskrbeti frend erika gross pokal vald oder fiest bera fešti kdaj sobota zato lahek notr dje mrx sitigang rezident dje exyuga latina balkannn jay bolko yti fba zuneja lokalen warmup dje erika gross fba mixcloud vstopnica dan dogodek število karta omejen miza marjati karta dobiti gašper dular nina savnik maruša zal roguljič loren šinka sven blazinsek vitan verstovšek maura rimca pio srpčič,2019-11-16 22:00:00,521,324053571512556.0,3,0.003928144907936178,1,25.180553820348948
Otvoritev Sezone - Johny DJ l Diskoteka Studenec,žurer žurerka ponoven odpirati vrata ljub diskoteka diskoteka studenec vrač september naužiti topel poleten zrak prepričan dober ogreti letošnji sezona čakati poln presenečenje nor žurek nov koncert lahek naštevati nov sezona otvoriti spodobiti rezident znan radisjka voditelj dje animator johny dje vrteti nov hit spremljati celoten poletje velik hit slišati let leto lep kelnarica veselje postreči priti pravočasen čakati welcom drinka videti najbolj nor klub videti zelen diskoteka studenec obljubljati prost vstop welcom drinka akcijski cena pijača privlačen hostes nor žurka dober družba začetek lokacija diskoteka studenec vrzdenec,2019-09-14 21:30:00,610,208797859138687.0,3,0.005466308018196302,3,24.476027063666212
"Največja pustna zabava | Pop Design, Zvita Feltna, Dj Chumma",vabiti velik pusten zabava skupina pop design zvit felten program povezovati dje chum denaren nagrada lep maska sobota športen center hit šempeter gorica vstopnica volja prodajen mesto mojekarta akcija vstopnica super cena mlad let vstop spremstvo starš zakonit skrbnik,2020-02-22 21:00:00,1975,181906471980465.0,3,0.006370714737289068,3,2.6045633701732607
Halloween party // Jackpot // Bar LIFE Trnovec // 30.10. ob 21h,halloween party jackpot bar lifa trnovec sreda leto čas nor žura prihajati večer povezan najbolj grozen dogodek mit zloben dejanje najbolj strašljiv vznemerljiv noč poln smeh zabava poskrbeti glasben skupina jackpot ekipa bar lifa videti iti lajf,2019-10-30 21:00:00,344,1540394406251087.0,3,0.007444449911383963,1,37.62131674696355
?? ?????? ?????? / 100% Žur / ?? / Petek 22.11.,klub pivnica nov generacija komplicirati ozirati petek dan odvreči skrb odklopiti stvar petek odklop generacija taprava zmešan žura mešalen miza dje yoca popeljati nor vikend sla cra pop rocka yuga rocka trendy musica glasben želja imeti dan dogodek teden ponedeljek sobota rojsten dan praznovati dobiti steklenica identifikacija oseben dokument možnost predhoden rezervacija miza dogodek poseben mesto praznovati rojsten dan dekliščina fantovščina družba pisati rezervirati fba privati sporočilo rezervirati prevoz prelesje šentrupert slovenija,2019-11-22 21:00:00,145,139371466073168.0,3,0.007734259392135187,3,13.287067672213242
Coby X RnB vibes New night club Opening in Ljubljana #DAY1,ljubljana bogat nov odpirati nov koncept klub ljubljana kjer lahek zabavati svetoven uspešnica zvezda balkan zamuditi priložnost del nepozaben otrvoritven večer cobyje rnba hit zabavati nor zabaven poleten noč velik hit nov interier lep hostesa plesalka trajati zgodnji jutranji ura drak coby carda nicka minati dje khaled rast migos savaga jati brat bub corell tyg vabiti pura club ljubljana cesta ljubljanski brigada šiški ljubljana slovenio infa pureljubljanac vip miza pureljubljanac,2019-08-30 22:00:00,1323,445713185468708.0,3,0.0080326715943161,3,43.47806574126387
K4 x New Blood,nov leto nov kri sobota nov dekaditi prepuščati divji mladina prejšnji sezona kaliti klubski dje delavnica new blood razpisati nov šolski leto zdaj tradicionalen dje šola lanski diplomiranc položiti hipoteza temačen techn starošolski hous godba young anda restless jon chiro laurus inneas laurus inneas jon chiro klub kersnikov ljubljana starosten omejitev aga limiti vstopnina entranec predprodaja dan dogodek infa infa garderoba lost founda gmailc,2020-01-18 23:00:00,290,126700024052347.0,3,0.008062024991100442,1,36.51829260245991
Uradni Afterparty - Caprisov B. Koncert / Generation Bar&Club,velik božičen zabava obala december capris božičen koncert siddhart koper velik božičen zabava obala spodobiti uraden koncert dobiti bar club kjer posrbeti velik božičen zima prost vstop fre entry entrat gratuit pogoj vstop polnoletnost bar club cesta zora koper capodistrio infa vip miza infa,2019-12-21 23:00:00,113,166970620528140.0,3,0.008617325232732941,3,23.111538163059382
14. koncert Veselo v Horjulu,gasilec pgd horjuti vabiti tradicionalen koncert vesel horjulo koncert popeljati legendaren fant veter gost krimski lisjak ansambel toniti rus prodaja vstopnica dan koncert dalja zagotoviti sedaj klic špeti cena vstopnica koncert nikamor odhajati sled veselica ansambel naveza žura jutranji ura pijača jedača poskrbeti horjulski gasilec potrditi dogodek slediti zanimiv nagraden priti lušten,2020-02-08 19:00:00,486,2883206451714463.0,3,0.009063807432975031,5,25.0624460675214
