naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
Hvarska Kuhinja na Rakovniku,leto naokrog februar ponoven vabiti rakovnik kjer morski specialiteta razvajati kuhar hrvoj tomičić hvarski restavracija štajun rezervacija vabiti,2020-02-05 12:00:00,220,3336269049779218.0,0,0.0019840809024229246,0,4.507948496419216
Šagra Guoštovca 2019 & Šagra v Maškarah,petek malonogometen turnir otvoritev šagor obletnica skupina majka gost dejati peachkiss jameson followers kdek vstop prost sobota šagor maškara povorek pusten maska rally maska animacija otrok kingston nočen skok maska vstop prost nedelja tradicionalen briškolada tequiti vstop prost podroben program začeti petek pričetek malonogometen turnir igrišče park zaključiti ponoči soj luč neporočen fant vas postaviti mlati spremstvo harmonik dvig zastava uraden otvoriti letošnji guoštovca nato sled koncert obletnica skupina majka kjer zabavati skakati zvok gostujoč skupina jameson followers dejati peachkiss vaški kantavtor kdek vstop prost sobota počivati čakati tradicionalen šagor maškara račun priti pust leto premalo maškarati polet norčija maska gledati maškar priti dekan začeti program mlad ekipa animator zganjati norčija zabavati otrok razen igra slikanje obraz izdelovanje pusten maska dekan pripeljati maškeran avto motor zadnji spretnosten vožnja zaključiti rally maškara kamp vaški ulica podati bogat povorek pusten maska prispeti povorek prizorišče šagor kjer skupina maska glaven oder predstaviti predstavitven točka nato sled zabava ples maska pozen ura skupina kingston tequiti odmor podeliti praktičen nagrada skupina sodelovati povorek nagrada lep najbolj spreten udeleženec rallyje maškara nagrada lep posamezen skupinski maska povorek sodelovati pozaba imeti maska prost vstop sobota nedelja mlad igrišče park postavljen luna park nedelja čas počitek začeti tradicionalen briškolada bogat nagrada informacija velik svet vpis možen dalja navijati ekipa tekmovanje dekanski igra kjer predstavnik posamezen del vas oza kontrad pomeriti različen zanimiv igra zabavati gledalec nato plesati zabavati skupina tequiti nedelja vstop prost konec sled svečan spust zastava pomen zaključek letošnji šagor letos odličen ekipa dekan poskrbeti grlo razen zanimiv osvežilen pijača pustiti lačen žar pripraviti odličen dobrota okus osvežiti lahek saden lonček poslatkati slasten palačinka poleten pusten krofa priden upokojenka napolniti sladoled videti dekan šagor guoštovec,2019-08-02 18:00:00,472,1602197773367174.0,0,0.0027069640616093744,3,36.142513289443734
SHOD KAL // 2019,shod kal petek zvit felten zvit felten sobota divati jagoda divati jagoda official norton videti nov lokacija šotor kjer zmotiti priti uživaaati,2019-08-23 21:00:00,1050,2932229436804165.0,0,0.0030932826334947,5,36.38617282521027
Gasilska veselica z Ans. BANOVŠEK,plesati poskrbeti član ansambel banovšek žeja lakota poskrbeti član članica pgd kotstaja videti,2019-08-30 19:00:00,634,984430585087698.0,0,0.003108580402801486,5,22.748240561928274
Tradicionalni HALLOWEEN Night V Piccolu,vabiti tradicionalen žura piccola leto bolj lušen,2019-10-31 20:00:00,412,1631609973776596.0,0,0.0033586417818446696,0,33.04197816810088
Bazenjenje x Športne igre // 17. 8. 2019,žgoč sonce hladen pivo popoln odklop timski duh škmti letos prvič združiti bazenjenje športen igra celodneven dogodek dober odigrati dober tekma takoj potem ohladiti bazen bazenjenje športen igra kdaj sobota ura dalja kje športen park šentjura škmšjevec letos pripraviti posebej pestra dogajanje dan super dan vesel poskrbeti energičen mateja verdinek popoln poleten zaključek morje odpeljati abba mio nor zabava zagotovljen bazenjenje garažen zamenjevalnica prinesti naveličati potrebovati več oblačiti knjiga vinylka cdje omara kolo ogledati dober koktejl karaok večeren program abba mio dje crocy športen igra turnir nogomet turnir košarka turnir tenis met vortex prijava potekati dan dogodek ura nagraden sklad znašati eura prijavnina član ostal vstop prost dneven večeren del priti ohladiti pivo infa infa skmsneti abba mio dancing queen super truper mam mio fernanda chiquiteti skladba danes prepevati zaslužen legendaren skupina abba abba uspel priklicati šentjura prihajati dober približek daleč naokrog nastop kostumografija glas popeljati čas diska krogla svetleč oblačilo kakovosten zabava ples petje zagotovljen fba,2019-08-17 15:00:00,318,108134312552022.0,0,0.003659849321014808,5,24.09120190744358
Otvoritev Velikega drsališča Ruše s KURS-om,skupaj kurs klub študentov ruša selnica lovrenc vabiti otvoritev drsalen sezona nedelja december ura velik drsališče ruša športen park ruša odprtje drsališče slavnosten otvoritev drsališče disca drsanje dje dan drsanje brezplačen izposoja drsalka plača veljaven cenik dober muzika poskrbeti dje prazen želodček foodtrucka gud street fud nepozaben otvoritev sezona drsanje ekipa ceza ruša študent študentka kurs klub študentov ruša selnica lovrenc vabiti,2019-12-01 15:00:00,168,652328991457446.0,0,0.0051408688699702025,5,14.948567143464194
"Veliki Stand Up & Stari Pisker Celje - Sobota, 31.8.2019",sobota royati caff ars caf mesten kavarna organizirati dan poln zabava smeh igra bbq mojstrovina sobota vabiti terasa royati caff ars caf mesten kavarna cel dan odvijati različen dogodek bbq street food star pisker celj animacija igrati otrok tima brewery pivski kotiček dje prisly velik standa večer gašper bergant žati papič sobota kuhati dom kosilo večerja smeh glaven trg videti,2019-08-31 12:00:00,325,1335065840003674.0,0,0.0062285447987606634,3,23.88593665056884
Super After Work Party & Abi Falafel & DJ Bayo & turnir ročnega nogometa v dvojicah,praznovati vstop zadnji del poletje mali petek služba zaviti pot pridružiti najbolj kula after work zabava laganina piknik prizorišče kjer lahek udeležiti čist pravi turnir ročen nogomet dvojica pijača jedača začeti sam turnir pričeti edinstven ljubljanski aba falafel prirediti unikaten orientalski street food zabava okusen grižljaj osvežilen poleten mešanica zabavati dje bay povabiti sodelavcasosedaprijatelj lahek izzvati bitka ročen nogomet postati prvak turnir prejemnik trofe ročen nogomet prijava infa supercaterings zmagovalec čakati lep nagrada brezplačen najem urban vrt star lipa sodček nefiltriran maister brewery wooooow urban vrt star lipa new blacka zdaj kmalu videti vstop prost,2019-08-22 15:00:00,160,347445245927857.0,0,0.006704041734288919,5,29.45284382214027
Poizpitna zabava medicincev 2020,dober zgodba imeti dober zaključek zaključek izpiten odbobje spodobiti dšm prirejati poizpiten zabava letos zabava pusten obarvan zato pograbiti kostum odprava kmti pozor maska izkazati imeti možnost izbran top posamezen dober skupinski maska čakati lep nagrada podočnjak izpiten šteti maska,2020-02-25 23:00:00,219,163874253634259.0,0,0.007319983005221832,3,35.996358838033004
Spoznavni ŽUR Medicinske fakultete / 10.10. / @Cirkus,končen misliti nov študijski leto leto težek pričakovan medicinski spoznaven žura potreben preklopiti brezskrben poležavanje plaža maksimalen koncentracija gora knjiga obraz mfa sodelovanje dšms slomsica organizirati dogodek kjer lahek upravičen sprostiti zažurati počitnice čas izpolnjevati neuraden obveznost imeti študent medicina prisotnost obvezen pogoj opravljanje letnik kje klub cirkus kdaj starta predprodaja naknaden spremljati objava dogodek akcijski cena pijača beefeater jameson havati absoluti vip rezervacija miza lahek zagotoviti rezervacija cirkusklubs telefonski številka podpornik dogodek društvo študentov medicina slovenija obraz mfa študentski organizacija medicinski fakulet šomfa malib cocktails immedica fitnes klub,2019-10-10 23:00:00,775,237302949627686.0,0,0.008383182424265704,3,21.200566838707413
Pustovanje z ans. Dveh dolin,leto čas pusten bližati zato priti sobota kjer plesati dober pojesti popiti najprej pusten rajanje mlad pusten šema naprej pustovanje ansambel dolina dolg noč zabavati dober domač glasba dobrodošel pusten šema nešema pijača okrepčiti poskrbljen,2020-02-22 20:00:00,165,1395669670729628.0,0,0.008451837770915458,5,39.63771147583992
Zmelkoow v Podzemlju Pece,vabiti tradicionalen koncert podzemlje pec organizirati skupaj turističen društvo mežica sobota ura karta volja infa center podzemlje pec informacija infa podzemljepecec,2019-11-30 17:00:00,202,672845526081948.0,0,0.008715441562486045,0,24.131157113261377
Z ansamblom Biseri v veseli december!,leto zavraški gasilec pripravljati pričakati vesel december spodobiti približevati mrzel dan obljubljati zebsti ansambel biser poskrbeti ogreti ples mali manj navdušen ples šanek poskrbeti pogreti čaj kuhanček bolj močen november zvečer gasilski dom zavratec skupaj poveseliti otvoriti vesel december vidimoooo vstop prost,2019-11-23 20:00:00,512,110690365616376.0,0,0.009145843523200475,5,29.18954881371164
Učiteljice @Diskoteka Anton,učiteljica diskoteka anton sobota marec pridružiti dogodek povabiti prijatelj obveščen novost ogrevanje privoščiti usna promil šans spas tarapan dunava lud kuča šok general feati severina kapetan hvala vstopnina party diskoteka anton cerkvenjak cerkvenjak diskotekaanton vabiti,2020-05-30 21:00:00,867,343838605664729.0,0,0.009606543891380496,3,21.313995458024323
"Dan žena in Dan mučenikov ► Mambo Kings, Domenica, Tomy Vertigo",pomladen žura gostilna jap dan žena dan mamba kings domenica tomy vertiga sobota domenica nem svit cirib cirib videti avion mamba kings balerin romeo julij shak,2020-03-14 21:00:00,758,671736182881527.0,0,0.009739532395038015,0,15.691024440252123
Closing PARTY - Feentz & Ivanhoe,vabiti zaključen zabava mesten drsališče drsati polnoč party skrbeti feentz eurodanec ivanho hitikati petek mesten drsališče,2020-01-31 20:00:00,137,113100540149087.0,0,0.01004734744229186,0,11.305728416244477
Veselica Bašelj - Zvita Feltna,turističen društvo bašelj predstavljati veselica skupina zvit felten predvečer prireditev kmečki praznik storžič idiličen dolina belica zabavati fant skupina zvit felten sprejem junakov lovrenc slovesnost obletnica postvativa križ storžič prireditev šotor poskrbljen hrana pijača poseben gin tonica šanek predviden potek dogajanje sprejem junakov avgust prispel lovrenc slovesnost obletnica postavitev križ storžič zvit felten vstop prost,2019-08-17 19:00:00,962,2864456193568042.0,0,0.010249544129943704,5,21.832716983414915
Dalmatinski večer,tradicija nadaljevati letos plac dalmatinski večer sobota vabiti družba kjer dalmatinski melodija uživati morski hrana pijača ponudba coockaiti djevojko seti rdeč vino gin tonica akcijski cena hrana stay tuned videti,2019-08-24 18:00:00,124,851743608204971.0,0,0.011418162187083228,1,27.01935594702183
Spoznavni žur KŠOP & FPP w/ Tempera & Tequila Band @News Cafe,drag brucek bruca dober mesec dan uspel spoznati porazen vprašati ekipa trizob kšop pripraviti spozaven žura fakulteta pomorstvo promet kje news caf kdaj lahek žurati ura dalja ura zjutraj plesen ritem spoznavanje dober glasba poskrbeti etiènen temper skupina tequiti čas dogodek poskrbljen študentski cena pijača bogat nagrada bogat nagrada spraševati nujen udeležiti žura mali sreča nagrajen nepozaben poučen izlet neznan izbirati brucka bruca zato pozoren spremljati fba stran trizob študentski organizacija ula fpp sam event sponzor dogodek šovz trizob fpp news café kšop fakulteta pomorstvo promet,2019-11-12 22:00:00,264,264426900369733.0,0,0.011491485604041885,3,20.147313091899015
