naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
Odličen Tečaj računovodstva s knjiženjem na računalniku/programu,izobraževanje namenjen pridobiti utrditi znanje področje računovodstvaknjigovodstvo opravljati računovodskaknjigovodski del pripravljati kombinirati klasičen predavanje praktičen delo računalnik primeren začetnik oseba osnoven predznanje poseben izobrazba potrebovati izobraževanje bogat podatek vsebovati velik ura praktičen del bogat informacija praksa tečaj izvajati let preizkušen zelo praktičen izobraževanje primeren npka certifikati opraviti izpit pridobitev poklicen kvalifikacija npka računovodja knjigovodja pristop izpit obvezen intenziven izobraževanje cec ura dodaten samostojen delo cec ura skupaj cec ura izobraževanje poudarek praktičen informacija praktičen del knjiženje knjiženje računalnik ustrezen računovodski program primeren začetnik oseba osnoven znanje poseben izobrazba izkušnja potrebovati tek izobraževanje imeti mentor primeren velik znanje uporaben informacija praksa primeren spoznati celoten računovodstvo knjiženje praksa računovodski program izobraževanje prinašati poudarek praksa poudarek del ustrezen računovodski program možen plačilo obrok več sam program volja spleten stran ambicija akademija infa ambicijsi vabiti družba začeti september ljubljana,2019-09-19 09:00:00,464,616205518455292.0,2,0.06262496682243524,2,0.6721905741385058
Dr. Željko Ćurić: Emocionalno in socialno odraščanje človeka,vabiti brezplačen izobraževanje naslov četrtek dvorana plesen studio korak vilharjev ljubljana predavati željka ćurić spec pes psihoterapevt soustanovitelj direktor podjetje consulting priljubljen področje del emocionalen inteligenca osrednji primaren vzgoja potencialen usoden vpliv imeti posameznik podati praktičen delo človek uporaben znanje izobraževanje postopek verifikacija točkovanje stran socialen zbornica slovenija social chamber slovenio brezplačen prijava sprejemati zapolnitev mesto oza spleten obrazec izobraževanje organiziran okvir projekt mreža program mlad križišče sofinancirati ministrstvo zdravje,2019-10-24 09:00:00,163,735922259788583.0,2,0.04114721129641314,2,1.5472960480332407
Z gledališčem nad učence in dijake,gledališče učenec dijak praktičen delavnica pedagoški delavec vloga učitelj umetnik zelo podoben učitelj učenec pritegniti igralec pritegniti občinstvo doseči cilj poučevati zato dneven srečevati gledališče nazadnje učen ura pripravljen govoren nastop prvina gledališče udeleženec praktičen delavnica gledališče učenec dijak gledališki igra tehnika spoznavati inovativen pristop podajanje učen snov razvijanje gradnja skupinski dinamik motivacija učenec dijak udeležba priporočati učitelj razreden pouk srednješolski učitelj svetovalen delavec pedagog vzgojitelj vrtec dijaški dom knjižničar defektolog terapevt učitelj podaljšan bivanje vodstven delavec vzgojnoizobraževalen ustanova kdaj kje ljubljana dijaški dom tabor prijava zbirati cena prijava več informacija saraanamonra gmailc,2019-10-15 15:00:00,158,429901221153888.0,2,0.03922213549012942,2,1.7151051876275143
ELSA Aktual: Alternativno reševanje sporov,pozdraviti els ljubljana sodelovanje društvo panda vaba tradicionalen strokoven seminar els aktuati tek druženje izvedeti velik koristen informacija predavanje delavnica zvečer okvir neformalen druženje sprostiti bazen savne letos seminar potekati december terma dobrn nastanjen hotel park dobrn predavanje delavnica potekati hotel vit dobrn letošnji seminar alternativen reševanje spor pripraviti širok nabor predavanje strokovnjakov področje ciljen tematika predavanje delavnica posredovati bogat paleta znanje izkušnja ime sodelujoč predavatelj objavljati sproti fba instagram stran zato priden spremljati okvir seminar strokoven del poskrbljen večeren program vključen cena predavanje delavnica nastanitev polpenzion hotel park dobrn večeren program druženje zaseben prostor pijača prost uporaba bazen razvajanje wellness center udeleženec prejeti konec uraden certifikati udeležba izobraževanje cena strokoven oddih els član nečlan ostal zunanji udeleženec alumen plačilo možen izvesti nakaziti bančen račun els ljubljana podroben informacija dobiti potrditven mailo uspešen prijava povezava spodaj prijava rok oddaja prijava nedelja predavatelj objavljen prihajajoč teden fba stran instagram ruditi tavčar videti elsaaktuati,2019-12-06 13:00:00,150,773109983020753.0,2,0.11817560298752738,2,1.7372600211895877
Rešimo se drame v komunikaciji s starši,izobraževanje strokoven delavec pomemben del del strokoven delavec predstavljati sodelovanje starš manj neprijeten stresen ponujati izobraževanje naslov rešiti drama komunikacija starš izobraževanje usmerjen razumevanje dinamik imenovan dramski trikotnik pogost odvijati znotraj komunikacija strokoven delavec starš izhajati praktičen primer ponuditi konkreten možen rešitev udeleženec dobiti gradivo potrdilo udeležba izobraževanje cena izobraževanje prijava aplikacija katis letos mogoč prijava dodaten informacija volja epošta infa zavodminds teti številka rok prijava,2020-03-07 09:00:00,150,626531974120509.0,2,0.053871102613563156,2,2.023672068814999
Čustvopedija,izobraževanje strokoven delavec izobraževanje namenjen strokoven delavec bolje razumeti čustvovanje otrok mladostnik več zvedeti lasten čustven doživljanje čustvo sporočati pomemben razlikovati sram krivda ustrezen reagirati otrokov čustven izbruh skrivati jeza vprašanje odgovoriti udeleženec prejeti gradivo potrdilo udeležba izobraževanje cena prijava aplikacija katis letos mogoč prijava dodaten informacija volja epošta infa zavodminds teti številka rok prijava,2020-01-25 09:00:00,117,626531974120509.0,2,0.07061984989357113,2,2.0691547370309333
PPU: Izzivi in priložnosti pri sodelovanju z učenci s ČVT,center vseživljenjski učenje pef izvajati različen izobraževanje letošnji let okvir program profesionalen izobraževanje katis organizirati seminar izziv priložnost sodelovanje učenec čustven vedenjski težava čvt osnoven šola udeleženec izdan potrditi lahek uveljavljati napredovanje izvajalec profa mitje krajnčan bogdan zupančič ciljen skupina učitelj strokoven delavec osnoven šola število udeleženec maksa termin februar trajanje lokacija pef prijava katis katis cena eura ddv vize eura ddv ostal opis razlaga nastanek čvt varovalen rizičen dejavnik odziv okolje spadati učitelj strokoven delavec senzibilizirati strokovnjak pedagoški praksa delati otrokimladostnik tovrsten težava pomemben komponent sodelovanje otrokimladostnik čvt izpostavljati odnos zato odgovoriti vprašanje vzpostaviti ohranjati kdaj dosleden fleksibilen hierarhija avtoriteta odnos dotakniti vprašanje preventiva nivo vloga učiteljev strokoven delavec otrokmladostnik starš preventiven dejavnost posebej povezava preprečevanje nasilje naštet pozabiti izreden pomemben klima kultura šola pedagoški etos katalog ponudba cvž pef,2020-02-07 09:00:00,410,521539511264876.0,2,0.027081740502694945,2,2.6820047841342753
Seminar za učitelje,šola učitelj del srečati učenec stiska učenec potrebovati pomoč premakniti začaran krog neučinkovit vedenje seminar namenjen pomoč uspešen voditi razred konkreten orodje pomoč otrok čustven stiska uporabiti učinkovit tehnika del učenec zaplesti neučinkovit vedenje načrtovati premik smer pomoč učenec poskrbeti seminar potekati aktiven konkreten del naslanjalo tehnika nlpje realiteten terapija učitelj spoznati razlikovati učenec tvoriti razred spoznati tehnika uspešen delo skupina prijava infa svetovalnicanaprejsi inbox datum izvedba trajanje ura točka kraj izvedba maribor cena eura študent imeti popust cena zajem izvedba seminar gradivo prigrizek kosilo,2019-09-28 08:30:00,276,243642559660381.0,2,0.041316631569875015,2,2.9320324803448634
"Seminar: Moteči, nevidni in travmatizirani učenci",učenec prinašati intimen psihološki svet pomemben vpliv odnos ostal učenec učitelj odgovornost odnos vselej stran odraslegaučitelj iskanje način otrok opolnomočiti slab izkušnja uspel napredovati srečen posameznik voda julij pelca trajanje seminar ura izvedba ljubljana prijava cena udeleženec vize katis več seminar,2019-10-05 08:30:00,101,161565627590614.0,2,0.03804331469852549,2,3.0436885705134804
"Govorica čutov, sinestezija, fokus",čuten zaznavanje okno svet obraten čut svet stekati čimbolj ozavestiti čuten percepcija izjemen pomen učinkovit medoseben komunikacija prirejati praktičen delavnica kjer posvečati govorica čut posredovati velik več informacija okolje sedaj sposoben prepoznavati nezaveden filter zaznavanje onemogočati pretok informacija okolje lahek voda konflikten medoseben situacija posameznik oseben frustracija delavnica voda barbar pio jenič vodja gledališče senzorium režiserek magistrica govor delavnica udeleženec trenirati naslednji sposobnost umiritev čuten zbranost jačanje percepcija naravnavanje čuten kanal osredotočanje posamezen čut uravnavanje jakost širina ostrina pasiven aktiven delovanje posamezen čut doseganje čuten sinestezija razumevanje govorica podoba zvok dotik bolečina tekstura govorica vonj aktiven poslušanje sposobnost povezovati veščina povezovanje čuten zaznava sinestezija združevanje čuten doživljanje sluhvoh čut vohtip iskanje čuten sinestetičen receptor iskanje točka pozornost zavest zaznavati svet posamičen pomoč skupina čuten kanal jačati zavedanje budnost zaznavati telo sam čut več različen oknikanal dovajati informacija različen frekvenca dimenzija poln doživljanje realnost pomoč poln odprtost čuten kanal delavnica sestavljen več del pravilen dihanje metoda čuten zaznavanje čuten sinestezija fokus čuječnost čuten naracija pripovedovanje zgodba delavnica potek individualen par varnosten ukrep možen udeleženec starost let urnik marec petek marec sobota marec nedelja cena izobraževanje eura tokrat izjemen priložnost eura strokoven kader šolstvo izobraževanje sistem katis mizs lahek učitelj dobiti pika napredovanje pika potreben prisotnost eura izjemoma zunanji sistem katis izobraževanje plača šola poslati naročilnica šola naslov infa senzoriumc podatek zavod senzorium trg prekomorski brigada ljubljana davčen številka davčen zavezanec izobraževanje kriti sam plačilo kotizacija zgornji naslov trr ibati bicswift abanka vip slovenski ljubljana marec namen kotizacija govorica čut prijava potrjen plačilo trr senzorium zavod vrednost eura naročilnica javen zavod vrednost eura marec število mesto omejen worlda full magica things patiently waiting for oura senses grow sharper yeats,2020-03-20 18:00:00,107,302377853149005.0,2,0.02176844830458402,2,3.137791606820168
Seminar: Inteligentna čustva,predstavitev sodoben človek preveč živ ideja glava premalo upoštevati čustvo čas čutiti doživljati zato informacija čustvo zaznamovati življenje zelo pomemben seminar naučiti osnova čustven pismenost temelj čustven inteligenca učiti čustvo živet obravnavati temeljen čustvo jeza strah žalost krivda sram ponos ljubezen učiti smiseln uporabljati informacija določen čustvo sporočati trajanje seminar ura ciljen skupina seminar namenjen pedagoški delavec vzgojitelj učitelj profesor razrednik šolski svetovalen delavec ravnatelj starš študent posameznik voda silva šinkovec izvedba ljubljana petek sobota odmor prijava cena več,2019-10-18 17:00:00,128,161565627590614.0,2,0.02513694799061554,2,3.260299559649322
Seminar: Inteligentna čustva,predstavitev sodoben človek preveč živ ideja glava premalo upoštevati čustvo čas čutiti doživljati zato informacija čustvo zaznamovati življenje zelo pomemben seminar naučiti osnova čustven pismenost temelj čustven inteligenca učiti čustvo živet obravnavati temeljen čustvo jeza strah žalost krivda sram ponos ljubezen učiti smiseln uporabljati informacija določen čustvo sporočati trajanje seminar ura ciljen skupina seminar namenjen pedagoški delavec vzgojitelj učitelj profesor razrednik šolski svetovalen delavec ravnatelj starš študent posameznik voda silva šinkovec izvedba ljubljana petek sobota odmor prijava cena več,2019-10-18 17:00:00,106,161565627590614.0,2,0.02513694799061554,2,3.2604298658265574
PPU: Vstopam v svet branja in pisanja z vsemi čutili,center vseživljenjski učenje pef izvajati različen izobraževanje letošnji let okvir program profesionalen izobraževanje katis organizirati seminar vstopati svet branje pisanje čutiti medpodročen povezovanje udeleženec izdan potrditi lahek uveljavljati napredovanje izvajalka doc barbar baloh peter furlan asist giulian jelovčan bojan kralj ciljen skupina učitelj triletje vzgojitelj število udeleženec maksa termin trajanje lokacija pef prijava katis katis cena eura vize eura ostal opis seminar dejavnost začeten opismenjevanje povezovati cilj predmeten kurikularen področje jezik gibanje glasba narava udeleženec usvojiti didaktičen pristop spodbujanje začeten opismenjevanje viden zaznavanje grafomotorika slušen zaznavanje povezava glasba predstavljen teoretičen izhodišče začeten opismenjevanje slovenski praksa bolj uveljaviti veččuten poučevanje katalog ponudba cvž pef,2020-03-07 08:30:00,141,521539511264876.0,2,0.029627241581409305,2,3.3475632574209344
