naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
"Pustna povorka in Pust, pust, krivih ust!",vabiti zabaven družinski pustovanje pusten povorka začeti titov trg tam podati rdeč dvorana našemljen otrok povorek prejeti krofa izviren družinski maska rdeč dvorana nagrajen glasba poskrbeti vstop prost festival velenje soorganizator mesten občina velenje medobčinski zveza prijateljev mladina velenje turističen zveza velenje rdeč dvorana velenje mladinski center velenje zavod turizem šaleški dolina,2020-02-25 16:30:00,143,2012496015563302.0,6,0.039589764050218114,5,0.5957043308027282
Osrednja občinska proslava ob prazniku Mestne občine Velenje,četrtek september ura dom kultura velenje osrednji občinski proslava praznik mesten občina velenje september minevati let slavnosten odprtje nov središče mesto velenje slavnosten seja župan mesten občina velenje bojen kontič predsednica komisija priznanje aleksander vasiljević podeliti visok občinski priznanje grba plaketa mesten občina velenje plesen program pripravljati plesen teater velenje multimedijski umetnik stan špeči produkcija festival velenje prijazen vabiti slovesnost,2019-09-19 18:00:00,102,144845269801991.0,6,0.03907958291922951,5,0.6287061191700309
Koncert skupine AVE z glasbenimi gosti - Velenje praznuje,koncert praznik mesten občina velenje let skupina ava glasben gost,2019-08-31 20:00:00,205,2165074543620038.0,4,0.057801114833575695,5,0.6871146415745872
Velenjsko jezero in d'Burger foodtruck,tokrat vreme dburger foodtrucka polnilo želodček lačen velenjski jezero čudovit sobota lahek izkoristiti oddih jezero voda odličen primeren kopanje velik aktivnost popestritev takrat veslaški praznik padsti laka zabava celoten družina zagotovljen lačen poskrbeti izbran burger vabiti preživeti čudovit sobota kdaj kje velenjski plaža več lokacija velenje velenjski jezero joga sup velenjski jezero mesten občina velenje nka rudar velenje muzej velenje plaža velenje bartog velenje muzej velenje voilà beauty velenje center ponoven uporaba velenje discover velenje camping jezero velenje društvo upokojenec velenje ntca center velenje festival velenje carlos caff velenje flextourist hipnotik frizerski studio galerija velenje rka gorenje velenje hypox mavrica velenje hopsti park velenje viti herberstein velenje iglo šport celj velenje kampirati skupaj velenje mesto rap kino velenje karati klub velenje ljub velenje linkomp trgovina servis miners velenje proteibiti shop velenje pikapolonica otrok medobčinski zveza prijateljev mladina velenje,2019-08-24 11:00:00,349,220920251292454.0,6,0.03173638083374185,5,0.8458345210745419
Začetek drsalne sezone,drsališče velenje sončen park odpirati vrata letos mesten občina velenje hokejski klub velenje omogočati projekt pokrit drsališče brezplačen drsanje drsališče velenje sončen park pokrit primeren generacija vremenski razmera nuditi brezplačen drsanje možnost izposoja drsalka brušenje servisiranje drsalka topel napitek več lahek preveriti facebook stran drsališče velenje spleten stran vabiti,2019-11-17 15:00:00,238,302644106603788.0,6,0.009516571586934863,5,0.8912369609155398
Velenje se predstavi in Tek očkov,velenje predstava tek očka,2019-09-21 08:00:00,159,2152128204914672.0,6,0.02312650706696704,5,1.4729408191931272
5. Pikin humanitarni tek - 24-ur dobrodelnosti,pikin festival ura dobrodelnost triatlon klub velenje namen humanitaren tek preprost privabiti tekač športnik človek dober volja udeležiti prireditev čas odteči prehoditi razdalja sam oza tek lahek tekač pridružiti kadarkoli ponoči tek podpirati velenje sodelovanje ostal akter pikin festival udeleženec prispevati prostovoljen startnina športen humanitaren prispevek prejeti certifikati dobrodelnost sredstvo oblika prostovoljen startnina celota podariti medobčinski zveza prijateljev mladina velenje zbran znesek skupaj rotary klub velenje športen unija slovenija popeljati otrok športen počitnice,2019-09-14 18:00:00,102,177167326548001.0,6,0.01972148350087197,5,1.6710644419978387
Državno prvenstvo v judu - Velenje 25.1.2020,državen prvenstvo vabiti ogled državen prvenstvo starosten kategorija kade kadetinja star dečkov deklica tekmovanje odvijati rdeč dvorana velenje šaleški cesta velenje organizirati juda zveza slovenija slovenian juda federation pomoč juda klub velenje program tekmovanje kadetikadetinja prijava tehtanje žrebanje pričetek tekmovanje star dečkideklica prijava tehtanje žrebanje pričetek tekmovanje vljuda vabiti velenje povezava dogodek stran juda zveza povezava livestrea objaviti dan tekmovanje,2020-01-25 08:00:00,206,2411494579113676.0,6,0.03966720394863804,5,1.9150760494436228
31/08/2019 Massive FOAM - Plaža MiaMia OPEN AIR Velenje,massiv foa open air poletje iti jak vizija naslednji event dvigniti visok prethoden zato velik pena party velenje sedaj atmosfera zrč ibiza popeljati plaža jezero velenje lokacija plaža miamio jezero velenje odločiti velik prostor sam jezero opremiti velik pena top oder vrhunski dje ime poskrbeti zapomniti vedno fant greti dje booth veja delati nastopati velik festival regija številen klub kjer oboževati najaviti sledeč objava lineup tba ultra europiti tba tba mca guesti zamuditi nov razsvetljav pena top fir show conffeti top special smok effects bolan sounda sistem laser specialen gost fotograf videti velik pena partyje velenje karta dobiti promotor živ meh lucija roš nastje mastnak sar vratanar jan drama tilen vogrinec lara atelšek angelin vit tjaž podlinšek marseti podkrižnik andraža trupej lara goršek nina zal jerčič lara pirtovšek kaj rednjak gašper topčič alen adnati zulić mojec merce,2019-08-31 21:00:00,1815,106413489780115.0,5,0.05578050656960739,5,1.973936099819757
Kako začeti vrtnariti na balkonu,začetek težek vrtnarjenje delavnica začet vrtnariti balkon predstavljen ideja rešitev lahek balkon pridelati zelenjava hkrati lahek lep okrasz tuf legendaren smučarski skakalec primož ulagati predstaviti gnojilo bio guan delavnica vodilo jerneja mazej nosilec dopolnilen dejavnost kmetija potekati ura prostor mesten velenje levi breg vzhod kardelj trg velenje lep povabljen,2019-09-25 17:00:00,647,994845997381292.0,6,0.055445394046675076,5,2.726528772787787
Fantasy na Velenjski plaži,radio fantasy poletje kraj poleten poleten velik hit druženje ekipa radio fantasy nagraden igra velik nagrada fantasy velenjski plaža priti sobota julij velenjski plaža uživati ura poletje fantasyje sodelovanje addika banka slovenija nagrada sladoled nejec kjutcak karting center slovenija celj celjski koča zahvala mesten občina velenje velenjski plaža camping jezero velenje,2019-07-20 14:00:00,168,174336550050545.0,6,0.05664992878676066,5,2.8452879436718237
Državno prvenstvo PLZS v klasičnem potisku s prsi 2020,powerlifting zveza slovenija zveza troboj vaba preizkusiti tekmovanje klasičen potisk prsi bench press odprt državen prvenstvo plzs klasičen potisk prsi potekati nedelja januar prostor društvo xgy kranje prijava tekmovanje možen november januar več informacija tekmovanje najti vabilo spodnji povezava gledalec vstop prost,2020-01-26 11:00:00,173,716233625085410.0,6,0.034437026202395915,5,3.1448987224304656
Čista 10-ka!,tradicionalen prireditev organizirati ušzp šoup skrbeti študij študij več leto udeležiti študentka študent univerza primorski fakulteta pomorstvo promet ula tekmovati športnodružaben disciplina letos prireditev povabiti univerza trst bodoč sodelovati projekt ekipa razdeljen fakulteta iti medfakulteten tekmovanje kjer točka posamezen disciplina seštevati konec ekipa največ osvojen točka prejeti status dober fakulteta prehoden pokal čist desetka izvajati let let trditi šport zabava lahek iti roka roka sedaj preveriti udeleženec vedno zgoditi dan rektorjev dan študent prost dan zato imeti izgovor priti brezplačen povedati dober zabava športanje prejeti jubiljen majica topel obrok čist navaden dan čist dolg let sinonim srečanje študentov nov pričenjati nadaljevati tik zaključiti študij preživeti kvaliteten zabaven športen čas prijatelj spoznati nov deliti cilj zmagati fakulteta dodeliti tekmujoč barva tekmovalec disciplina tekmovalec izbran fakulteta prejeti brezplačen majica barva tekmovati tek dogodek tekmovati bolj manj resen disciplina volja določen šport vedno lahek odločiti neolimpijski disciplina briškol namizen nogomet namizen igra minuta zmaga prijava čimprej zastopati barva fakulteta vidimooooo,2019-10-16 09:00:00,261,277259719594088.0,6,0.015842032158204716,5,3.7523360151761684
26. državno prvenstvo SKEI v veleslalomu in tekih na smučeh,program urnik dostop smučišče zimski igra ske slovenija možen oseben voziti avtobus ura prihod udeleženec regija ura otvoritev tekmovanje ura začetek tekmovanje veleslalom ura začetek tekmovanje smučarski tek ura kosilo napitek športen dvorana rogel ura razglasitev rezultat športen dvorana rogel ura dalja glasba prireditven športen dvorana rogel,2020-01-31 08:00:00,121,2411450565835677.0,6,0.07279082319407916,5,3.884489462438978
Tekmovanje v preskakovanju ovir za Pokal Slovenije,konec poleten dogajanje zaokrožiti konjeniški dogajanje tekmovanje preskakovanje ovira šteti pokal slovenija cel vikend lahek priča vrhunski šport višina sobota odprt tekmovanje lahek navijati pokal slovenija kategorija otrok mlad mladinec težek tekma dan višina kategorija nedelja nadaljevati odprt tekmovanje tekmovanje pokal slovenija videti kategorija mladinec članov visok tekma vikend višina vabiti stopiti konjeniški svet priti navijati favoriti,2019-08-31 08:00:00,395,165078734448.0,6,0.033339173167361416,5,3.9429830986777503
