naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
Shilpa Ray (ZDA),shilp ray leten vrt shilp ray ameriški blues punka glasben scena prisoten desetletje močen glas ostal imun nicka cav spremljati spodbujati zadnji let bad seeds odpraviti turneja evropa amerika okvir nastopiti ljubljanski hala tivoli hkrati peti spremljevalen vokati koncert nicka cav let etiketa bad seed objaviti shilpina sola album iti all selfa fellatio let skupaj violinist warren ellis čudovit obdelava točka pirat jenny oprati groš kurt weill izšel album piratski pesem slaven producent hall willner son rogu gallery pirat ballads seo songs chanteys ant records združiti seznam ime shan macgowan waits patt smith johnny depp iggy pop robyn marce almond zasedba beati devilo shilp ray anda hra happy hookers odločiti samostojen kariera pripeljati podpis northerna spy records odličen album izdan omenjen založba fen nicka cav patt smith anen calva drugič ljubljana prvič nicka cati let prvič leten oder gati hala vstopnina gati hala dogodek dan koncert musica policy primer slab vreme prireditev potekati dvorana pričetek,2019-07-23 21:00:00,387,356008681090989.0,1,0.0021970982886759314,1,11.81603145134963
Nervochaos BRA / Marax SLO / Predfestivalski dogodek 22. FMK,ber brazilec igrati oldschool agressiv chaotica extrema glasba let vztrajnost trd delo pridobiti status kulten zasedba žaner fant leto odigrati več koncert klub velik festival guiller diega thiaga letos izdati album imenovan ablaz fba youtuba maioči satana gloriam marax sla blacka metati skupina združevati član različen glasben skupina cvinger cordur moran fant anina astaroth vokati nord slayer kitara basa morgoth boben žica violina uvrstiti metati ligniti kjer lahek slišati izbran metati izvajalec šaleški dolina fba youtuba abyss illusions danec withina flames burning fir festival mlad kultura kunigunda železen aktivizem,2019-08-03 22:00:00,196,175396332480674.0,1,0.002697453940743015,1,38.625466716947514
Koncert: El Camino Band,camina energičen retroparty glasben skupina sestavljati glasben navdušenec članov glasben skupina dolgoleten izkušnja sodelovati profesionalen glasben zasedba npr zoran predin lačen franz branka đurić đura bombati štamp leteč potepuh lucky cupids blow repertoar glasben skupina camina obseg skrben izbran nabor priredba svetoven znan uspešnica zapisati večen svetoven zgodovina glasba raznolikost repertoar obseg glasben uspešnica večdesetleten obdobje let danes zagotavljati nostalgičen popestritev živ glasba vrsta prireditev vstopnina,2019-10-04 21:00:00,142,953058748061643.0,1,0.00280360240341636,6,18.66841478727867
"Teo Collori & Momento Cigano, koncert",skupina teo collora momenta cigan letos predstavljati avtorski plošča naslov molt aligator fant november turneja slovenija kočen nastopiti semič kraj koder prihajati violinist virtuoza matija krečič plošča hota club piran izdan ameriški založba lowtemp nagraditi spleten portalo muzikobati kjer proglasiti album let pesem naslov bled album kamerat muzikant izbran pesem let romski oddaja program radio slovenija molt aligator izmišljen beseden zveza studijski plošča vzor nomenklatura klasičen glasba allegra adagio cona fuoca molt appassionat ipd opisovati splošen vzdušje zajet zvočen zapis glede plošča zasedba glasba slogoven bolj odprt kvinteti postreči zelo pisan paleta zvočen barva doslej nov album skladba plesen puščati vtis brezskrbnost dotikati življenski srečevati producent tokrat vsestranski glasben maga denis horvati vabiti izvrsten glasben doživetje kjer lahkoten duhovitost preplet globok umetniški izraz zasedba teo collorikitara matija krečičviolina mateja kuželklarinet metoda bankokitara jošt lampretkontrabasa cena vstopnica prodaja vstopnica potek tic semič ura dogodek kca semič,2019-11-09 20:00:00,204,275753215957012.0,1,0.003094965247567254,6,13.466478399935104
"Distoržn :: Lintver, Big Bad Wolf, Black Reaper",krd sodelovanje trainstation subarta predstavljati distoržn tokraten distoržn gostilo odličen slovenski benda rdeč nit večer hiter agresiven glasba pomen mos uiti začeti mlad blacka reaper vračati old school thars podpis razgreti big bad wolfa vrhunec večer poskrbeti lintver lintver thras brd bend ustanovljen let fant začeti preigravati koverje metalski legenda kmalu zatem začeti ustvarjati avtorski glasba orientiran thras metati stil lintverski način vpliv legendaren bayareo scena star nemški šola let fant studio plce posneti dejati saints ara coming vsebovati avtorski komad slediti intenziven koncertiranje slovenski klub festival metati manio metalcamp warmup metalkramp thras down koncert meja bend oktober izdati prvenec poimenovan snakebiti slediti menjava članov izid album distorted perception kanadski založba prce musica ontario izdati kanada big bad wolfa speedheavy ljubljana kvinteti manijak razdreti mesto spiti pivo postopati previden let igrati mešanica speed heavy metati predan skrajšanje življenjski doba bobničev splošen poškodba notranji organ bend sestavljati rok kogoj šredro andreja golje sola stan zupančič boben mašina bratov rajapaksa david vokati damjan basa album naslov outrag modesty izdan blacka reaper thras morski kvarteti ustanovljen konec let sestavljati nadobuden najstnik okolica nov gorica inspiracija ustvarjanje črpati band exodus testament megadeth sepultura kreator sod ven podoben fant dvom dokaz generacija rojen let koder črpati navdih odpovedati pristen thras metalo banda imeti potreben odličen thras metati banda edin fant potrebovati podpora vabiti doza agresiven thras metati vstop dogodek potek sklop potujoč železarna plod sodelovanje zavod zavod škofjeloški mladina rdeč ostriga društvo krd,2020-03-14 21:00:00,158,334501009947618.0,1,0.00469881472031076,1,36.780687445567665
Hangar Halloween: The Doors 2.0,doors skupina poustvarjati skladba zasedba doors področje resen glasba nesporen aktivnost področje popularen rocka glasba greh doors ponujati pogled skladba očetov psihadeličen rocka poezija zasedba sestavljati star znanec slovenski tuj oder boštjan andrejc bushy kitara vokati night jumpa heavenix avtomobil skunka funka terr mystica patricka vlačič basa night jumpa heavenix terr mystica andreja selecto unknown legends noneti juditi yknota glasben oder andrejc bet boben vstopnina eur,2019-10-31 21:00:00,376,959448327485337.0,1,0.005476887170223103,6,19.441930270712085
Prismojeni Profesorji Bluesa in Bad Notion v Biljardni hiši,drag prijateljica prijatelj oktober zvečer zelo lep vabiti velik otvoritev biljarden hiša slovenski cesta posebej nastopiti prismojen profesor blues bad notion pripraviti nepozaben večer rokenrola blues dober družba slovenski glasben skupina let obstoj imenovati džipsiza čas razviti kvalifikacija preimenovati skupina prismojen profesor blues pomeniti mali jedača velik pijača ogromen zlomljen srce polomljen palica krvav struna pretrgan razmerje plesniv kitara pogoltnjen orglica petek svetek valjati blato pločnik hoditi ulica klečati prositi dan pustiti odigrati koncert ljubljana skromen honorar elektrika pekoč zob mnog meniti mnenje deliti dandanes menjava ime gromozanski napaka preimenovati bleščeč zveneč ime tribeseden spakedranka pravilen izgovoriti govoren napaka prismojen profesor blues nikoli ubirati bližnjica botrovati desetletje igranje skleniti čas zgoščenka reč arhaičen arhaičen ime nasloviti family dober način izkazati zahvala podpirati dan prodati zato odločiti posneti jezdec glasben apokalips rama rama živahen jezditi neukrotljiv osel obzorje zasedba aleša uhati klaviatura julijan erič električen kitara glas zlatek djogić boben glas mih ribarić basovski kitara glas bad notion energičen glasben trio nezadržen uveljavljati najbolj privlačen bluesrocka atrakcija slovenija navdušujoč posebnost nastop globok vživeti blues tona okusen kombinirati lahkotnost funek teža trd rocka stran nastajajoč zmes reden navduševati širok občinstvo ravnodušen pust zahteven glasben sladokusec iti intiti majhen oder spektakel velik koncert vmes energičen neutruden nastop pustiti bad notion edinstven pečat kjerkoli pojaviti zasedba sestavljati ger smola crnković kitara vokati rok skoliber boben žig korenčič basa kitara glasben vpliv prištevati velikan hendrix govt mula jeff becka michael landa led zeppelin robben ford santan številen,2019-10-12 21:00:00,283,242158993168710.0,1,0.005795073012861341,6,24.60820431004121
Helena intimno I Slovenske Konjice,glasben diti helen blagniti prejemnica mnog festivalski nagrada glasbenica razprodati velik slovenski dvorana interpretka lep čuten glas let osvajati številen srce poslušalec pripravljati vrhunski koncert tokrat samostojen koncert helen intimen odličen glasben ekipa glasben zgodba predstaviti številen uspešnica zadnji let pot začeti vljuden vabiti petek marec dom kultura slovenski konjica vstopnica,2020-03-13 20:00:00,205,104060176298332.0,1,0.006025654073828407,1,26.651572177252977
MRFY & kužki @CMK,mrfy vračati cmka predskupina večer cupcak away petek ura center mlad koper mrfy vstopnina eura vstopnica naprodaja dan dogodek mrfy štiričlanski novomešek indio grupa let uživati zgodba tih začetek posvečen preigravanje ustvarjanje odkrivanje smisel konec let slediti izdaja singla klic nadzor producent tokec dan vzgojiti danes najprepoznaven komad prelomen trenutek kmalu deležen radoveden zanimanje radijski urednikov vodstvo klub glasbenikov tovrsten slovenski poslušalstvo pričeti intenziven nastopati slovenski klub festival dvorana bok perspektiven sodobnik ustaljen kvaliteten slovenski skupina nanizati singla prejeti zavidljiv minutaža pomemben slovenski radijski postaja always najti najbolj predvajati skladba let val obdobje let lahek trditi počasi rasel viden predstavnik sodoben slovenski rockovski scena upravičiti let izdati naslov siti story oditi dobar dan turneja slovenski mesto sklop izštekati jure longyki koncert turneja lasten režija nastopiti ljubljanski showcas festival ment odzvati povabilo francoski festival europavox označiti bend dan vpoklican gost jesenski turneja siddharta nastop radijski predvajanjati izdihljaj socialen omrežje mrfy vrsta sinonim skupina posameznikov dih živ razvijati glasba ideja izražati povezovati,2019-10-11 20:30:00,172,551779861642881.0,1,0.006286201558657241,1,26.637249645021555
Tinkara Kovač,tinkar kovač banda izid nov album tinkar prihajati domač snak bar poln rokenrola bendovski zasedba repertoar obsegati skladba zacetek glasben pot konec danes zasedba tinkar kovač vokati flavta janez skaz elektricen kitara vokati julij faihtinger akusticen kitara vokati matjaz skaz boben vokati mateja barica klaviatura giovanen toffolona basovski kitara vstopnina,2020-03-28 22:00:00,249,144501068991113.0,1,0.006408783125913926,6,21.94512008264561
