naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
"Aljaž Rudolf, Eva Smrekar: 'Tester 011'",ura kersnikov sočasen otvoriti razstava maj smrekar galerija kapelica kapelica gallery michael sedbon bio tehen vivarium sonoretum kikimoči luk seliškar aiv sonoretum tester faca any othra woulda sell sweet nov darovan genski sekvenca spodbujati rast političen tkivo obraz maska nežen odstranjevati biološki celica odkrivati komponent obrazen sistem edinstven biometričen arhiv digitalen nov forma delovati vzvod počasen raztapljanje obrazen relief kozmetičen temelj blažiti negovati znak nosilec izraz mesto sintetičen esence zagotavljati uporaba tester osnutek izdelek zato zagotavljati globinski delovanje vsebovati jezik orodje digitalen sodobnost relacija kozmetika klinika etika estetika znanost umetnost politika obraz izdelek vpiti sestavina aqu glycerol protein protein protein dimethyti sulfoxiti dmsa formamida bovina serum albumin ammonium sulfati glycol pega gelatina nonionica detergent triton betaina viter raziskava zahvala biotehniški fakulteta oddelek agronmiti katedro genetika rastlina nataša toplaka kristijan tkalec simona aleksič kučer šmona,2019-12-12 20:00:00,144,618548328202319.0,6,0.050800782108931415,4,1.3172868315742587
"Okupirana Ljubljana, mesto ob meji – dr. Bojan Balkovec",ljubljana svetoven vojen obdan bodeč žica obmejen mesto meja nemčija italiti teči severen predmestje mesto črnuča šentvid npr nemčija italijanski žica državen meja oster zarezati vsakodneven življenje zelo otežiti predavanje slediti odprtje razstava okupiran ljubljana mesto meja februar ogled preddverje slovanski knjižnica,2020-01-21 18:00:00,156,840638936270301.0,2,0.03259261610194606,4,1.5607904963894883
Frankfurt po Frankfurtu: Pogovor s Polono Pačnik,središče letošnji razstava knjiga frankfurt frankfurt oblikovanje vabiti srečanje ilustratorka polona pačnik vedno znova nasmejati porcelanast skodelica podoba znan umetnik,2019-11-13 17:00:00,104,327295990649400.0,6,0.04459848615007608,4,1.9053313982172841
Proslava ob prazniku vrnitve Primorske k matični domovini,dober človek meja graditi občina ajdovščina sodelovanje lokalen veteranski domoljuben organizacija organizirati proslava državen praznik vrnitev primorski matičen domovina dogodek sobota september ura ajdovščina scenarist režiser proslava domačin avbar ideja vsebinski zasnova program črpati pesem calva zasedba sidhart slogan prireditev izbrati zadnji verz nov sanja roditi nov svet kjer dober človek meja graditi slogan protislovje praznik povezan datum uveljavitev pariški sporazum meja jugoslavija italiti presegati tragičen dejstvo meja drugače vedno globok zarezati usoda tam živeč človek vabiti deti,2019-09-14 15:00:00,1459,102183546490050.0,6,0.052818744062320074,4,1.9147038588332703
WEBSI dan 2019,webs dan festival slovenski digitalen ᴅᴀɴ mrfy prijava zgodnji poceni prijava avgust webs dan program giv shara šušteršič agencija uroš svenšek agencija sestavina uporabniški izkušnja lovra peterlin slovenija odbiti bit val webs dan maruša kerec anža tomić val slovenija get connected get lost zarena kanchev rakuten viber strojen učenje digitalen marketing boštjan kaluža evolven zdrav pamet ključen posloven funkcija uroš žižek elaborat intuicija spodbujati obraten alekes metelka razvojen center nov mesto razkošje nujnost matija martek budati gregor mrfy podelitev webs nagrada podelitev sled druženje zabava udeleženec prejeti webs dosji,2019-09-13 12:00:00,240,181265021954385.0,6,0.031153775589804655,4,2.7558579360607034
Ženske v času druge svetovne vojne,zgodovinski društvo ljubljana vabiti predavanje tjahati konovšek ženski čas svetoven vojen predavanje izjemoma sreda oktober ura muzej nov zgodovina slovenija cekinov grad narodnoosvobodilen gibanje vrsta združevati moški ženski porajati mnog dilema vrvež vojen potrebovati inovativen učinkovit rešitev odporniški gibanje dejavnost ženska pomeniti velik prednost predavateljica tjaš konovšek let magistrirati oddelek zgodovina filozofski fakulteta ljubljana tema ideal resničnost ženski čas svetoven vojen slovenski svetoven vojen raziskovati tranzicija slovenski političen prostor začetek osamosvajanje slovenija vstop evropski unija zveza nato let mlad raziskovalka inštitut nov zgodovina vljuden vabiti,2019-10-16 18:00:00,540,111039752298332.0,2,0.037114380337226485,4,3.2057503712157285
Odprtje razstave: Fotoaparat in vojna,vabiti odprtje retrospektiven razstava fotoaparat vojen fotografija svetoven vojen zbirka muzej nov zgodovina slovenija osemdesetletnica začetek petinsedemdesetletnica konec svetoven vojen muzej nov zgodovina slovenija predstavljati ohranjen fotografski dediščina obdobje svetoven konflikt pregleden tematski zasnovan razstava ponujati vpogled neprecenljiv del slovenski vizualen kulturen zgodovina fotografija pridruževati likoven del plakat film preseči ukalupljanje fotografski podoba dokumentaren odtis kaotičen realnost okvir vojen stvarnost usmerjati več izhodišče iskati skrben izbran motiv muzejski predmet poudarjati smiseln dopolnjevati zgodovinski kontekst razstava,2020-03-12 18:00:00,259,111039752298332.0,2,0.03804537745654752,4,3.30213885764318
"Potopisni ponedeljki: Velikonočni otok, Čile in Bolivija",tokrat podati raziskovanje najbolj skrivnosten kotiček svet velikonočen otok tja fotopis potopis poseben poudarek fotografija boliviti celinski čil popeljati fotograf nejc draganjec nejc mednaroden objavljen nagrajen popoten fotograf več izkušnja odkrivanje svet kamera pravi videti velik lep manj lep lep sedaj velikonočen otok razkriti svež pogled znan ikoničen destinacija velik skrit biser idealen popotnik fotograf vstop prost,2019-11-04 19:00:00,549,175703824416.0,5,0.05149063937981414,4,3.4774523485469238
"Odprta predavanja: Kunst, Gržinić, Peljhan",vabiti odprt seminar pareti osmoz bojan kunst umetnik delo torek osmoz marina gržinić kapital del sodoben umetnost sreda osmoz marka peljhati miker ekonomija mehanik doba angleščina več omejen število prositi horzensar gmailc pareti mednaroden platforma izobraževanje raziskava sodoben scenski umetnost povezovati kreativen praksa raziskovalen metoda model slovenski ustvarjalec pedagog raziskovalec producent področje september pareti gostilo ustvarjalec danski italija hrvaški slovenija čas razvijati avtorski projekt del program tridneven seminar brezplačen odprt javnost,2019-09-02 18:00:00,156,548289388840739.0,2,0.029359481117200263,4,3.8904120433472196
Timotej Pavlin: Ta svet pekel je in košček raja vmes (razstava),timoteja pavlina študent arheologija aktivist mlad podneben pravičnost ljubitelj umetnost ostanek prost čas ukvarjati slikarstvo risati mali noga zadnji let iskati izraz akrilen barva zadnji del razmišljati absurdnost svet prespraševati smer iti hkrati iskati način najti uteha narava resničnost odgovor umetnost filozofija religija ljubezen aktiven državljanstvo,2020-02-04 18:00:00,113,1486186481643034.0,2,0.05785810314811819,4,4.142522754142047
HeritageHack: 5 izzivov in bogate nagrade,heritagehacka kulturen dediščina mali drugače idrija mesto unesca dediščina vstop leto poseben izziv tradicija prednikov bolj obogatiti dati nov podoba spregovoriti generacija vstopati iskati več zgodovinar arhitekt etnolog ekonomist navdušen nov tehnologija hackathon iskati odgovor izziv ponujati kulturen dediščina iskati preplet znanje področje iskati posloven ideja generacija prihajati lahek del izziv prijava heritagehacka hackathon področje kulturen dediščina potegovati nagrada ustvarjati slikanje arhitektura pisanje razmišljati digitalen ustrašiti izziv zanimati družba humanistika zgodovinar etnolog arhitekt ekonomist razmišljati posloven najti lastnost odlašati prijava prej početi mešan skupina dan posloven izziv iskati nov rešitev premišljevati lahek kulturen dediščina ustvariti zanimiv posloven zgodba lahek prijava prijaviti lahek meniti lahek nov pristop kulturen dediščina narediti bolj zanimiv opazen posloven uspešen iskati ideja različen področje problem zanimati stroj dinastijski bitka anglija iskati kreativen inspirativen ideja idrija problem udeleženec omogočiti brezplačen prenočitev idrija poskrbeti prehrana spopad izziv potrebovati predznanje idrija tukajšnji dediščina prijava udeležba brezplačen prehrana prigrizek poskrbeti več organizator idrija projekt podpirati svet evropa evropski komisija dan evropski kulturen dediščina,2020-05-31 00:00:00,177,391813487529843.0,2,0.014821487292715731,4,4.30113971672495
Praznujmo dan Zemlje!,letos dan zemlja praznovati onlina napisati narisati fotkati zapeti dober zemlja zaigrati skiti zaplesati tik tok ples narediti maka motiv narava umetniški izdelek kratek film izraz mnenje glede osnesnaževanje želja izboljšanje svet iti gozd pospraviti fotkati cleaningchalleng napis objava smešen memes kreativen pasti pamet posneti objava socialen omrežje dopis dan zemlja uporaba haštaga vsenajboljšezemlje happybirthdayearth betterworlda objava združiti kratek filmček dejati let začet nov tradicija opominjati prelep dom motivirati lep skrbeti postati zelen superjunak,2020-04-22 06:00:00,212,567161510090394.0,5,0.06999144359668005,4,4.436573434607518
"Popotovanje po domovini Majev, Jukatanu",februar nina jak mali svit avto raziskovati polotok edinstven majevski zapuščina karibski atmosfera pristen srečen človek evropejec pozdravljati let zgoditi pretresljiv majevski danes tam živ cenota potovati majhen otrok konec svet,2020-01-27 19:00:00,164,175703824416.0,2,0.06637712258161739,4,4.440010480306787
Vaša pustolovščina s sistemom EOS R,ull lohmann canonov ambasadorek prihajati november ljubljana čast lahek povabiti dogodek kjer gostovati priznan canonov ambasadorek ull lohmann edinstven dogodek muzej arhitektura oblikovanje grad fužina pridružiti november fotograf bor dobrina deliti izkušnja sistem eos priti prepričati lahek sistem eos ustvarjati edinstven pustolovščina število mesto dogodek omejen zato potreben prijava prijaviti lahek privaten sporočilo facebook stran canon slovenija vključno ponedeljek november kje muzej arhitektura oblikovanje rusjan trg ljubljana kdaj sreda november ura agenda produkten specialist ferenca torok sistem eos nastavek bor dobrina uporaba canon eos fotoaparat kombinacija objektiva možnost povezovanje odmor kava predavanje ulle lohmann pustolovščina eos ull lohmann nemški fotografinja ull lohmann pravi naslov iskati pustolovski adrenalinski fotografija pogost zabeležiti skrb planet portret človek svet poseben več let objektiva dokumentirati najbolj ekstremen okolje fotografija objaviti najbolj ugleden založnik nationala geographica bbca red bull revija geo ull sodelovati pustolovski odprava dokumentirati dogajanje vedno iskati priložnost znanje fotoaparat premagati velik izziv več lahek najti tukaj bor dobrin bor dobrina fotografija profesionalen ukvarjati let blizek portreten avtomota športen fotografija začetek profesionalen pot del dom tujina spremljati fotoaparat oprema znamka canon več bor najti tukaj bordobrinc,2019-11-06 17:30:00,384,163500216995762.0,2,0.00843807153794325,4,4.50592703609354
