naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster_pca,center_distance_pca,cluster_tsne,center_distance_tsne
Million Ear (NL/SLO),glasben formacija nastal rotterdam nenehen spreminjajoč improviziran zvočen pokrajina vključevati besedilo poezija glasben smisel združevati rapa rocka jazz ambientalen avantgarden nois element million ear črpati navdih umetnik preteklost sodobnost sopostavljati filozofski političen besedilo živ glasba glasben tradicija spontan improvizacijski izraz zgledovati ustvarjalec giti scotti heron day lion robert glasper experiment clipping izraz razvijati smer glasben krajina izključen improviziran zmeraj preplet besedilo zato koncert million ear razlikovati prejšnji zasedba januar izdati oceanica stati založba kamizdati bend sestavljati filippos glinavos kitara zadolžen besedilo rok zalokar klaviatura različen priložnost pridružiti različen bobnar tokrat andra manzona after swaguljčica dvmir borek mondijati resen koncert poleten swaguljar klasik borek premieren dvmir mondijati kolektiv snifa jutro frišen hip hop kvaliteten trap iti vstopnina musica policy hip hoprockjazznois primer slab vreme prireditev potekati dvorana pričetek,2019-07-19 21:00:00,108,356008681090989.0,1,0.05761148235697815,1,0.9233038872906297
Swaguljčica,dvmir borek mondijati čakati poleten swaguljar klasik borek premieren dvmir mondijati kolektiv snifa jutro frišen hip hop trap iti swaguljčica leten vrt glasben formacija nastal rotterdam nenehen spreminjajoč zvočen pokrajina vključevati besedilo poezija glasben smisel združevati rapa rocka jazz nois element vstopnina musica policy hip hoptrapa,2019-07-19 23:55:00,221,356008681090989.0,4,0.02737371557525283,1,0.9396576642016765
"Lublana à la carte: Klemen Klemen, Murat&Jose, Doša",carta ponudba jedilnik tokrat tokrat prisegati domač lublanski dobrota večer poezija skupaj plečnikov klet spremeniti gurmanski destinacija ljubitelj hip hop rapa okus lačen ostal jedilnik kleme kleme murati jos doš čakati večer hiphop rapa klasik ljubljanski vstopnina infa rezervacija infa plecnikpubs,2019-08-24 21:00:00,612,252722888963357.0,5,0.08024341712500466,1,1.6436022297695607
MRIGO 14.12. Vse Z Ledom Party / Max Klub Velenje,mriga led party dje zeds sladica set sunnysun hip hop mriga vseset liv rapa feati surpris klub max velenje veselje vabiti led obljubljati dje sunny sun poskrbeti hip hop klasik dje zeds sladica mriga burek poseben vseseti poklon živ svet legenda odrepati ghet vstopnina welcom drinka led,2019-12-14 21:00:00,280,234616743271933.0,3,0.04131965144557682,1,1.9212260835887074
Karaoke večeri @CMK,glasilka zapeti izbrati komad odkriti glasbenik volja imeti cel repertoar rocka pop italijanski zimzelen hip hop metati punka glasben nadarjen panika priti pridružiti dober družba četrtek sobota četrtek dogodek financirati cmka razpis program podpora mesten občina koper,2019-09-26 21:00:00,117,551779861642881.0,5,0.03181684845608957,1,2.252719323670242
TrNOVfest - Each One Teach One,projekt each teach sodelovanje center slovanski kultura france prešeren predstavljati dogodek hip hop showcas trnovfest sobota sklop festival trnovfesti predstavliti veščina hip hop hip hop kulturen fenomen zrasel pogorišče obubožan razdejan soseska južen bronx začetek let uveljaviti ulica odgovor brezup nasilje razvijati danes cel svet del kultura lahek postati edinstven priložnost domač kraj spoznati različen element hip hop oblika delavnica zastonj poučevanje interes možen nadaljevati reden termin dneven program grafit jama hip hop show delavnica rapa delavnica djing delavnica beatmaking delavnica breaking hip hop delavnica grafit dje whit allstayti danec cyhphra rapa dje breakinghip hop ples grafit beatmaking delavnica mentorstvo izvajati ekipa mlad hip hop glava znanje pridobljen javen zavod mlad zmaj sklop mesten inkubator mentor maruša pirnat igor večerič dje wood blaz kranjca kranske maksiti azarkevič azrati roman urek moomy marka kocjan emkej koncerten del saharey vazz mriga ghet godz banda dje toljo after party dje whit siknes vord dje toljo spontan presenečenje each teach mladinski projekt let začeti medvrstniški predajanje neformalen znanje kulturen dobrina hip hop stran mlad fantov dekle načrtovan aktivnost mlad usmeriti lasten interes skupaj oblikovati različen mladinski projekt način predstaviti kvaliteten preživljanje prost čas hkrati vključiti družba dogodek izvajati sodelovanje center slovanski kultura france prešeren dje telovadnica mesten inkubator mesten občina ljubljana projekt each teach arta production,2019-08-24 10:00:00,474,717882301739945.0,5,0.05962118022264137,1,2.493435085857426
Swaguljčica #6,tschimy pow whit liti ris ljub špelunka avgustovski edicija nov klubski serialka čakati masten trapa hip hop beati nov produkcija podtalen mali bolj mainstremovski swaguljar palček noč izpolnjevati glasben želja pomota oćiti vstopnina vstop prost polnoč kasneje musica policy hip hoptrapa,2019-08-16 23:00:00,180,356008681090989.0,5,0.05679717509693062,1,2.4967644801860396
Dobrodelni gala hip hop koncert za Gala,petek urban garden odviti super dogodek dobrodelen nota reper ostal predstavnik hip hop kultura šir slovenija odločiti stopiti skupaj dober namen skupen moč pripraviti pester hip hop dogodek začeti popoldanski ura lahek mlad udeležiti brezplačen delavnica mentor predstaviti različen področje hip hip kultura učiti osnova hip hop ples breakdanceo osnova dje pisanje rima grafitiranje dober počutje dober vzdušje starš mali star otrok poskrbeti dje pestriti izbor hip hop hit stemniti oder zasesti reper zakuriti mikrofon predstaviti del pripraviti after party odviti notranji prostor urban garden vstopnina dogodek cel dogodek volja škatla kjer lahek zmožnost prispevati nujen potreben operacija dečko gati celoten zbran prispevek prevzeti galov družina dan dogodek nastopajoč mentor otroški delavnica odpovedovati honorar organizator nadvsem hvaležen pridružiti skupen moč pomagati galo nastopajoč damza utrip emkej triiipel zima makedoner anzzh semch dje dje zapa dje splifa ostal organizator samson beris damjan damza praštati urban garden hyp program otroški delavnica udeležen razporediti skupina skupina spoznavati osnova hip hop ples mentorstvo nik jacquelina vrabič osnova breakdanec mentorstvo bor rehek friti osnova dje mentorstvo blaž kranjec pisanje rima mentorstvo ren strgar grafitiranje mentorstvo žati planišek delavnica trajati minuta imeti kratek pavza čas imeti mlad razpolaga domač sok prigizek otrok sam odločiti najbolj pritegniti sam odločiti delavnica kjer mentor naučiti kratek koreografija spisati skupaj pesem pografitirati platno preizkusiti djanje lahek mlad predstaviti velik oder čas pozabiti starš mama lahek obiskati kratek masaža magičen prst peter oče segreti kuhan vino kostanj,2019-11-08 15:00:00,422,140692086782618.0,6,0.0361933395699759,1,2.5141325515258734
"Banga Elements: Smoke Mardeljano, Eko, Each One Teach One",bang elements hip hop koncert smok mardeljan srba predstavitev album rapa surov nastop festival kunigunda nastopiti legendaren stok velenje vrač najprepoznaven balkanski reper smok mardeljan mnog domač raper označiti dober reper balkan otrok neizprosen beograjski beton vzrok izreden trd stil odstop old school edin pravi hiphop eka predstavitev album bad boy velenski princ velenski ulica včasih divjati beton danes oder strel rima opisovati zgodba življenje prvenec bad boy velenski opisovati surov življenje asfalt warm cyphra wuči galič beati set toljo toljo dje set plesen cyphra toljo dje set rapa nastop sara ati sal wuči mario jaš janča żen siknes toljo open mica each teach mladinski projekt medvrstniški predajanje neformalen znanje kulturen dobrina hip hop različen lokalen skupnost celoten slovenija vstopnica predprodaja dan koncert predprodajen mesto olaiis trafik omv bencinski serviseti šanek klub emec placa,2019-11-15 21:00:00,233,175396332480674.0,4,0.020505878142370468,1,2.703359662700787
Urbana Scena /// Avdicija za hip hop skupine in projektno sk.,drag plesalec gibalec vljuden vabiti plesen avdicija potekati nov prostor dunajski cesta avdicija potekati sklop avdicija hip hop skupina avdicija hip hop skupina potekati struktura plesen delavnica kjer kreativen raziskovati princip improvizacija učiti osnoven tehnika ustvariti kratek plesen material delavnica voditi naca novak gašper kunšek alexandra mathiass tesch skupina razvrstiti plesalec glede znanje interes skupina dobiti mentor spremljati celoten sezona sezona načrtovati udeležba velik koreografski tekmovanje festival plesen battel avdicija projekten skupina scena avdicija hip hop skupina prirejati avdicija projekten skupina kjer vabiti plesalkeplesalec igralkeigralec performerje akter ustvarjanje nov slovenski performativen plesnogledališki skupina scena izbran kandidatikandidatek ustvarjati sodelovati skupaj mentorstvo žigan krajnčan gašper kunški kasneje povabljen koreograf režiser sezona načrt izvedba velik interdisciplinaren predstava dogovor član projekten skupina uresničevanje ideja avdicija potekati sklop sklop zasnovan plesnoperformativen workshop poudarek kreativnost dojemljivost tehnika improvizacija sklop videti posameznik zato prositi pripraviti performans ples glasba igra govor cirkus dolžina mina timelina avdicija hip hop skupina let avdicija hip hop skupina let avdicija projekten skupina scena avdicija hip hop skupina let avdicija hip hop skupina let avdicija projekten skupina scena avdicija brezplačen prijava sprejemati avdicijascena gmailc primer dan datum avdicija udeležiti prositi pisati avdicijascena gmailc izreden termin povedati naprej prijatelj videti,2019-08-24 11:00:00,146,2137949339820594.0,4,0.05491554463984912,1,3.0039854812873172
